EpRewMean,TimestepsSoFar,loss_vf_loss,loss_pol_surr,EpisodesSoFar,EpThisIter,ev_tdlam_before,TimeElapsed,loss_kl,loss_ent,EpLenMean,loss_pol_entpen
-41.14,13320192,253.14212,-0.0584522,120237,39,0.5569427907466888,48450.00622153282,0.6838458,-3.7551918,106.57,0.0
-38.82,13324288,238.34454,-0.08074064,120271,34,0.6990847289562225,48459.526057720184,0.6000424,-3.7704349,109.4,0.0
-31.23,13328384,230.9378,-0.077200636,120310,39,0.7258204221725464,48468.596172332764,0.5597848,-3.8101816,109.86,0.0
-32.97,13332480,251.62616,-0.068256825,120346,36,0.6033778786659241,48477.81140255928,0.6258214,-3.80281,109.62,0.0
-27.72,13336576,243.99454,-0.066868454,120386,40,0.6430831253528595,48487.200942993164,0.6861567,-3.779583,105.87,0.0
-14.84,13340672,286.92996,-0.07980356,120424,38,0.6156615316867828,48496.95394039154,0.48084125,-3.7837217,109.84,0.0
-21.94,13344768,201.95619,-0.04196077,120459,35,0.718043178319931,48506.41959953308,1.1008829,-3.753712,110.95,0.0
-32.75,13348864,264.08276,0.022784917,120495,36,0.581122100353241,48515.644077301025,3.6500602,-3.6913297,112.01,0.0
-36.65,13352960,238.50526,-0.08642447,120535,40,0.7484240233898163,48525.04502439499,0.3941119,-3.695163,110.86,0.0
-37.16,13357056,262.0541,-0.0800246,120572,37,0.46873652935028076,48534.24070048332,0.40270388,-3.707657,111.59,0.0
-36.29,13361152,230.35397,-0.077256545,120607,35,0.6068088114261627,48543.37180566788,0.49697065,-3.7102017,107.6,0.0
-33.08,13365248,216.13934,-0.07673629,120639,32,0.6578770577907562,48552.70037484169,0.5192036,-3.6969767,118.23,0.0
-23.73,13369344,244.14388,-0.07174018,120677,38,0.6077354550361633,48562.04286766052,0.6430249,-3.7143137,116.45,0.0
-18.58,13373440,255.21729,-0.08159523,120712,35,0.7423039972782135,48571.36900138855,0.50272024,-3.7147858,118.61,0.0
-24.68,13377536,275.28714,-0.08526367,120749,37,0.6811582744121552,48580.94448041916,0.5173966,-3.7318156,110.43,0.0
-29.06,13381632,345.83618,-0.068670064,120790,41,0.599029153585434,48590.153826236725,0.57920146,-3.7677,105.08,0.0
-36.22,13385728,230.27946,0.028864127,120820,30,0.6428017616271973,48599.13858628273,3.7032654,-3.751712,112.91,0.0
-31.41,13389824,231.50009,-0.06742674,120855,35,0.66690993309021,48607.810062646866,0.53601515,-3.7626007,114.81,0.0
-13.1,13393920,241.36653,-0.033790402,120893,38,0.7600664049386978,48617.02229619026,1.3849783,-3.7307892,120.11,0.0
0.9,13398016,311.29645,-0.08080098,120934,41,0.707486629486084,48625.93292140961,0.329876,-3.7239494,108.67,0.0
0.91,13402112,271.79684,-0.06593121,120972,38,0.7513965517282486,48739.62792801857,0.4967434,-3.7064402,105.9,0.0
-18.0,13406208,235.21585,-0.07398512,121005,33,0.7101083993911743,48749.037152051926,0.35610345,-3.6939542,109.05,0.0
-29.2,13410304,304.35764,-0.08406493,121041,36,0.6379022896289825,48758.16182255745,0.32195696,-3.6871655,113.72,0.0
-29.35,13414400,251.21204,-0.030112088,121075,34,0.6689576208591461,48767.32143449783,1.227189,-3.636368,118.03,0.0
-26.32,13418496,249.76543,-0.076740906,121106,31,0.5245918929576874,48776.62022781372,0.47631988,-3.6548655,121.21,0.0
-25.92,13422592,252.5214,-0.083076626,121137,31,0.6010130345821381,48785.903952121735,0.82365334,-3.699581,125.88,0.0
-38.26,13426688,201.14124,-0.061632615,121169,32,0.6878036558628082,48795.28788733482,0.67449635,-3.7142792,129.2,0.0
-32.26,13430784,228.07297,-0.06854467,121205,36,0.6823493242263794,48804.79860210419,0.61509335,-3.7103274,123.62,0.0
-26.55,13434880,262.11557,-0.05743046,121243,38,0.5630313456058502,48813.99548172951,0.9598307,-3.704147,113.78,0.0
-26.39,13438976,251.87389,-0.07978504,121274,31,0.5695510506629944,48823.616294145584,0.54527044,-3.7042348,118.79,0.0
-33.37,13443072,236.90013,-0.066553116,121312,38,0.6301211416721344,48832.24124789238,0.74775374,-3.7021778,116.3,0.0
-41.71,13447168,220.64966,-0.086243734,121344,32,0.6251747608184814,48841.04892349243,0.5253352,-3.7377052,122.63,0.0
-40.85,13451264,250.55775,-0.08595152,121374,30,0.6899699866771698,48850.028649806976,0.5422434,-3.76535,123.11,0.0
-46.1,13455360,213.0968,-0.07346214,121406,32,0.6640160083770752,48858.97318148613,0.59270096,-3.7914925,126.72,0.0
-32.52,13459456,205.04669,0.024321869,121440,34,0.7926136702299118,48868.248725414276,3.5872502,-3.7646606,125.06,0.0
-35.91,13463552,246.98694,-0.07108719,121470,30,0.6369692981243134,48878.06494951248,0.40082395,-3.766613,128.28,0.0
-37.17,13467648,219.48996,-0.068725266,121505,35,0.6284835338592529,48887.3614897728,0.4538663,-3.7870028,124.88,0.0
-35.17,13471744,244.38164,-0.08096981,121541,36,0.6452334523200989,48896.74742937088,0.75499374,-3.8178854,121.21,0.0
-20.58,13475840,233.95605,-0.067680895,121574,33,0.6357406079769135,48906.230806827545,0.5410624,-3.806973,118.55,0.0
-13.91,13479936,235.49893,-0.074333616,121610,36,0.7036891579627991,48915.58166694641,0.39703548,-3.8056796,119.35,0.0
-16.13,13484032,232.32693,-0.07465612,121641,31,0.701366513967514,48924.84647464752,0.5406846,-3.8167877,122.21,0.0
-11.53,13488128,285.5261,-0.06954581,121677,36,0.6633180975914001,48934.15724778175,0.723146,-3.7785766,120.7,0.0
-9.34,13492224,234.14442,-0.07572465,121711,34,0.625040590763092,48943.53265738487,0.4394023,-3.7862847,122.11,0.0
-15.96,13496320,276.8661,-0.07316512,121745,34,0.6148535311222076,48952.77372217178,0.6416731,-3.7694552,117.48,0.0
-35.35,13500416,261.9336,-0.060142737,121781,36,0.6449043154716492,49077.73406076431,0.79329944,-3.761784,117.73,0.0
-48.15,13504512,255.24551,-0.06601458,121815,34,0.6297002732753754,49087.5423374176,0.60487753,-3.7487934,117.38,0.0
-37.1,13508608,226.0486,-0.0681176,121844,29,0.5729549825191498,49097.353224277496,0.7138078,-3.7772408,124.85,0.0
-37.01,13512704,210.85423,-0.07754102,121878,34,0.6545938849449158,49107.005408763885,0.55675495,-3.7851753,125.45,0.0
-30.7,13516800,267.2026,-0.06847119,121916,38,0.6263497471809387,49116.49540352821,0.44029164,-3.792861,122.1,0.0
-27.33,13520896,290.0804,-0.07957944,121947,31,0.5974644720554352,49126.09176969528,0.7214786,-3.805908,118.42,0.0
-23.84,13524992,265.47714,-0.07771389,121981,34,0.6548369824886322,49135.537123680115,0.7482425,-3.819027,119.6,0.0
-23.12,13529088,260.4882,0.011565008,122011,30,0.6479067206382751,49145.091188669205,2.0498064,-3.7756956,126.32,0.0
-26.56,13533184,247.9102,-0.07307322,122039,28,0.5817080140113831,49155.0608894825,0.6777772,-3.7895622,133.25,0.0
-24.61,13537280,267.3341,-0.082062185,122071,32,0.6918130218982697,49164.49879670143,0.4371023,-3.8113859,134.25,0.0
-26.7,13541376,220.67915,-0.073783964,122098,27,0.5753463506698608,49174.390395879745,0.6386251,-3.8163307,137.75,0.0
-35.38,13545472,260.62857,-0.07537197,122135,37,0.5054760575294495,49184.65714812279,0.4043797,-3.8303497,124.53,0.0
-47.99,13549568,181.89505,-0.07808582,122168,33,0.6810661256313324,49194.67853689194,0.47533518,-3.8506472,126.78,0.0
-38.71,13553664,269.9124,-0.06007751,122204,36,0.6083183586597443,49204.66854572296,0.626875,-3.844695,116.47,0.0
-22.08,13557760,247.87865,-0.051387444,122236,32,0.5983873605728149,49214.82322692871,0.7175697,-3.805557,122.49,0.0
-12.82,13561856,217.53535,-0.065723434,122272,36,0.6445366740226746,49224.627928972244,0.6085111,-3.8366544,117.83,0.0
-25.49,13565952,217.51512,-0.06643638,122306,34,0.6554047465324402,49233.50664615631,0.88529384,-3.8422692,120.11,0.0
-47.2,13570048,246.01167,-0.02564782,122337,31,0.4928794503211975,49243.31147789955,1.8970319,-3.7956991,121.99,0.0
-38.18,13574144,296.0262,-0.07800531,122373,36,0.5691968202590942,49253.33928656578,0.4914513,-3.7927825,119.35,0.0
-20.61,13578240,263.90482,-0.06974922,122405,32,0.6699278950691223,49263.311092853546,0.62526137,-3.776844,122.82,0.0
-17.04,13582336,217.3075,-0.062265765,122439,34,0.648338109254837,49273.35338449478,0.83428365,-3.7704277,119.34,0.0
-20.56,13586432,266.1014,-0.07493062,122471,32,0.603851705789566,49283.64979958534,0.46551314,-3.7968588,123.3,0.0
-25.7,13590528,248.69354,-0.052587904,122505,34,0.6922907531261444,49294.406752347946,1.2534153,-3.7977455,123.15,0.0
-23.54,13594624,238.9353,-0.046368167,122539,34,0.6915219724178314,49305.20555782318,1.1359887,-3.7569692,123.06,0.0
-29.42,13598720,193.31702,-0.060762875,122571,32,0.6814343929290771,49315.563162088394,0.9266031,-3.7369537,124.05,0.0
-38.31,13602816,232.39665,-0.065054454,122602,31,0.5880521833896637,49440.150772333145,0.6128202,-3.7508383,126.6,0.0
-34.14,13606912,231.0857,0.072800934,122629,27,0.6032801568508148,49449.84434723854,4.9411855,-3.7501106,132.19,0.0
-37.88,13611008,244.23932,-0.071993016,122662,33,0.6417714953422546,49459.4222342968,0.33548155,-3.763564,132.69,0.0
-35.44,13615104,244.60083,-0.05674702,122693,31,0.6943068206310272,49468.91761136055,0.9895458,-3.7559164,134.42,0.0
-30.06,13619200,279.66754,-0.0732782,122730,37,0.5194131135940552,49478.242544174194,0.7558101,-3.7735023,121.28,0.0
-31.74,13623296,285.86383,-0.07773409,122772,42,0.6282309889793396,49487.464267492294,0.38805473,-3.7722352,109.86,0.0
-36.53,13627392,198.47821,0.011611346,122807,35,0.6809930503368378,49496.771189689636,2.9989905,-3.763324,110.12,0.0
-36.43,13631488,238.07939,-0.07095453,122835,28,0.6627066135406494,49506.22231721878,0.6421039,-3.743222,117.91,0.0
-49.66,13635584,255.75204,-0.06954615,122874,39,0.5826447308063507,49515.8669757843,0.54123056,-3.76616,121.68,0.0
-46.47,13639680,235.88264,-0.07712234,122911,37,0.6452002823352814,49525.3704354763,0.40999928,-3.784423,115.87,0.0
-45.3,13643776,201.98946,-0.07256458,122935,24,0.551187127828598,49535.019657850266,0.91897243,-3.7683103,123.25,0.0
-31.77,13647872,247.80591,-0.06194375,122973,38,0.548777312040329,49544.453384160995,0.7715457,-3.732663,123.35,0.0
-33.33,13651968,224.45935,-0.07661476,123008,35,0.6328534185886383,49553.73981261253,0.458363,-3.7267911,123.96,0.0
-28.81,13656064,247.20929,-0.0640275,123042,34,0.5365025401115417,49563.21936941147,0.6847114,-3.7128034,116.48,0.0
-26.28,13660160,262.76846,-0.06775481,123079,37,0.6707276701927185,49573.45871424675,0.70917404,-3.6949577,115.65,0.0
-22.35,13664256,278.80362,-0.07670098,123112,33,0.5676677823066711,49583.530737161636,0.45404044,-3.6849668,118.49,0.0
-26.91,13668352,290.53842,-0.05839962,123145,33,0.5737240612506866,49592.95184588432,0.989933,-3.641171,118.55,0.0
-24.06,13672448,256.71112,-0.084748246,123183,38,0.5192069113254547,49602.488428115845,0.36176372,-3.6354535,118.79,0.0
-16.97,13676544,209.07042,-0.08400257,123223,40,0.6927468776702881,49612.116164684296,0.39597476,-3.6703336,111.44,0.0
-12.91,13680640,284.7094,-0.06302872,123259,36,0.6889437437057495,49621.699270009995,0.8901419,-3.6723144,109.24,0.0
-7.18,13684736,215.22504,-0.06791907,123289,30,0.7220107614994049,49631.291233778,0.5813564,-3.7120059,112.14,0.0
-20.62,13688832,241.47554,-0.07021069,123324,35,0.704227089881897,49640.75401735306,0.5124337,-3.706893,121.46,0.0
-25.91,13692928,291.94928,-0.072957255,123356,32,0.5853891670703888,49650.19317317009,0.6263794,-3.7269168,125.05,0.0
-30.23,13697024,211.09644,-0.07500575,123390,34,0.6372892260551453,49659.66292452812,0.65082496,-3.7308042,121.76,0.0
-29.92,13701120,264.61896,-0.07131614,123422,32,0.6016243696212769,49776.254731178284,0.6299923,-3.7347836,124.82,0.0
-23.74,13705216,265.47223,-0.06668323,123458,36,0.707169771194458,49785.92228484154,0.77295357,-3.7243795,119.76,0.0
-28.17,13709312,254.80722,0.03467315,123493,35,0.6694734394550323,49795.53382110596,2.482314,-3.7052145,117.66,0.0
-20.47,13713408,277.38046,-0.06940956,123529,36,0.6144395470619202,49805.06551241875,0.39748672,-3.6971579,113.63,0.0
-19.88,13717504,247.74309,-0.07929082,123561,32,0.702689915895462,49814.93985199928,0.37561005,-3.70195,120.73,0.0
-35.99,13721600,294.92822,-0.07637781,123598,37,0.5999273359775543,49824.52413892746,0.37424332,-3.6897624,116.72,0.0
-45.03,13725696,279.5597,-0.081099294,123635,37,0.7135097980499268,49834.041858911514,0.40240738,-3.70094,115.88,0.0
-41.61,13729792,229.65868,-0.07446412,123672,37,0.5843259692192078,49843.422760248184,0.38122952,-3.719356,109.73,0.0
-44.24,13733888,238.80139,-0.07843457,123704,32,0.6106617748737335,49852.894045352936,0.7231538,-3.7408154,114.91,0.0
-41.08,13737984,258.36517,-0.065428115,123739,35,0.666378915309906,49862.367396593094,0.5194542,-3.7478974,118.7,0.0
-34.37,13742080,274.66443,0.079252884,123773,34,0.6250220239162445,49872.13938999176,6.684662,-3.6933887,121.29,0.0
-23.15,13746176,280.7832,-0.080035284,123814,41,0.6649851202964783,49881.908954143524,0.42212662,-3.706146,111.56,0.0
-4.63,13750272,262.2166,-0.07071171,123852,38,0.7069475054740906,49891.53300023079,0.4980174,-3.7168317,107.2,0.0
-7.46,13754368,276.16278,-0.07730044,123889,37,0.7088179588317871,49901.39700937271,0.4216198,-3.7088153,106.94,0.0
-11.86,13758464,269.4408,-0.07790165,123926,37,0.6762567460536957,49910.907967329025,0.3907777,-3.7024076,112.47,0.0
-23.89,13762560,290.06845,-0.079510115,123964,38,0.6003262996673584,49920.11295557022,0.5001189,-3.7165372,107.76,0.0
-33.79,13766656,254.66495,-0.06414634,124000,36,0.6621322631835938,49929.70907139778,0.8633401,-3.7173421,111.91,0.0
-29.61,13770752,279.68985,-0.06659407,124035,35,0.5468446314334869,49939.260932445526,0.5145911,-3.7182925,110.6,0.0
-23.56,13774848,264.6292,-0.0791367,124073,38,0.7071969211101532,49948.280091285706,0.47866717,-3.733143,113.54,0.0
-12.66,13778944,292.88007,-0.075679675,124107,34,0.6586996018886566,49957.77390432358,0.39233294,-3.72914,115.82,0.0
-19.25,13783040,229.74355,0.04129311,124139,32,0.6180174350738525,49967.18827486038,4.419276,-3.6811562,119.76,0.0
-18.04,13787136,302.5502,-0.0701835,124176,37,0.5883892476558685,49976.47827363014,0.6412091,-3.698529,119.66,0.0
-26.83,13791232,325.01993,-0.08146925,124214,38,0.4925178289413452,49985.77102136612,0.37252355,-3.693356,115.61,0.0
-16.66,13795328,326.21854,-0.067732416,124250,36,0.5427342057228088,49995.36493778229,0.6198923,-3.6707761,110.38,0.0
-16.05,13799424,255.59286,-0.08774769,124287,37,0.6412584781646729,50004.68608689308,0.5016103,-3.6852865,111.65,0.0
-42.93,13803520,286.63538,-0.081670985,124326,39,0.6208864152431488,50116.36615037918,0.39581066,-3.677112,108.7,0.0
-45.17,13807616,269.76447,-0.06791099,124365,39,0.6635227203369141,50125.57005786896,0.5732113,-3.6616518,108.06,0.0
-44.42,13811712,293.27844,-0.07324037,124402,37,0.6410495936870575,50134.9340903759,0.57633895,-3.6594422,107.37,0.0
-35.41,13815808,285.2803,-0.07903958,124438,36,0.6386545300483704,50144.37523365021,0.44420528,-3.6962597,109.91,0.0
-21.87,13819904,320.27927,-0.07223727,124476,38,0.5702806115150452,50153.627707481384,0.6066933,-3.7102518,111.54,0.0
-25.82,13824000,289.38007,-0.07072457,124509,33,0.5477291941642761,50162.821826696396,0.4898639,-3.7013896,114.02,0.0
-25.1,13828096,224.06558,-0.07847432,124546,37,0.7034353017807007,50172.28517460823,0.46330446,-3.7300112,115.87,0.0
-23.65,13832192,205.66275,-0.037330136,124582,36,0.7000742554664612,50181.941845178604,1.1192906,-3.706788,115.36,0.0
-25.85,13836288,237.6864,-0.042058643,124618,36,0.6736191809177399,50191.82221055031,1.1954702,-3.6720083,111.94,0.0
-22.3,13840384,218.31085,-0.054556094,124652,34,0.7103081345558167,50201.44426417351,1.8515223,-3.67009,118.11,0.0
-17.65,13844480,289.41483,-0.010154027,124693,41,0.7824739813804626,50210.56119847298,1.6974432,-3.6484232,111.2,0.0
-32.8,13848576,244.22844,-0.07587783,124729,36,0.6087023019790649,50220.08450651169,0.4879199,-3.6753542,109.88,0.0
-42.29,13852672,310.89566,-0.06525154,124767,38,0.593556135892868,50229.51027083397,0.46466953,-3.6805227,107.36,0.0
-49.05,13856768,253.26782,-0.08084935,124805,38,0.7022895216941833,50239.23220252991,0.5313125,-3.6699104,109.0,0.0
-45.22,13860864,254.85408,-0.07515598,124846,41,0.6131486296653748,50248.436388254166,0.4634824,-3.660305,104.52,0.0
-36.67,13864960,300.4755,-0.08169565,124884,38,0.6280461251735687,50257.85105252266,0.4446378,-3.6839485,105.98,0.0
-27.11,13869056,279.708,-0.07755359,124920,36,0.5666460990905762,50267.52117395401,0.56959784,-3.6718442,105.77,0.0
-26.75,13873152,286.86636,-0.039852977,124955,35,0.5349428653717041,50276.91017818451,0.95313513,-3.6228018,113.03,0.0
-39.39,13877248,224.64816,-0.072728015,124995,40,0.7067131996154785,50286.19982838631,0.58658344,-3.6354024,105.05,0.0
-29.42,13881344,300.01373,-0.078753114,125031,36,0.5740521550178528,50295.5324883461,0.41975355,-3.6581423,112.29,0.0
-20.29,13885440,261.12085,-0.0745788,125072,41,0.6718845963478088,50305.09563612938,0.43592745,-3.6738284,104.04,0.0
-31.97,13889536,230.08772,-0.078043684,125109,37,0.6177950501441956,50314.7368516922,0.46430832,-3.6979818,108.59,0.0
-43.0,13893632,201.28503,-0.062741935,125147,38,0.6607385575771332,50324.45481348038,0.82961845,-3.703782,105.5,0.0
-40.15,13897728,295.4636,-0.08579506,125188,41,0.6357414126396179,50333.80860686302,0.44439057,-3.6961832,105.53,0.0
-24.59,13901824,263.36835,-0.072254926,125220,32,0.6110997200012207,50439.843470573425,0.4891436,-3.65839,109.29,0.0
-27.2,13905920,230.31165,-0.07149113,125256,36,0.6661658585071564,50449.09872221947,0.610923,-3.6525419,114.09,0.0
-40.0,13910016,230.49754,-0.067099586,125295,39,0.702477365732193,50458.59054732323,0.8422188,-3.6685183,113.69,0.0
-50.36,13914112,282.83096,-0.08251942,125333,38,0.6543845534324646,50467.89353656769,0.44162485,-3.6621249,108.36,0.0
-42.12,13918208,201.89685,-0.07060373,125363,30,0.7583396434783936,50477.64888191223,0.62572193,-3.649937,114.24,0.0
-44.45,13922304,220.00635,-0.06976881,125407,44,0.7138221561908722,50486.98912000656,0.5327536,-3.6500735,107.55,0.0
-33.21,13926400,277.5883,-0.06829305,125448,41,0.6076870262622833,50496.491572618484,0.5074131,-3.6528208,104.7,0.0
-26.84,13930496,296.679,-0.08227833,125492,44,0.6475975513458252,50505.95708608627,0.47478917,-3.63142,99.63,0.0
-42.2,13934592,191.7314,-0.08200557,125530,38,0.7621945589780807,50515.30664420128,0.5284267,-3.6328318,100.06,0.0
-47.76,13938688,230.31967,-0.083505444,125568,38,0.6366806924343109,50524.57150411606,0.51292986,-3.6632996,102.98,0.0
-39.07,13942784,299.3051,-0.07896748,125611,43,0.6211542785167694,50533.736696481705,0.49641722,-3.6657267,102.35,0.0
-46.37,13946880,266.37262,-0.07890033,125644,33,0.5783196091651917,50543.217771053314,0.54667634,-3.6626244,105.32,0.0
-31.6,13950976,264.96182,-0.06559983,125687,43,0.6889404356479645,50552.58635377884,0.63594776,-3.666439,104.73,0.0
-18.38,13955072,332.4297,-0.07830051,125724,37,0.5770734548568726,50561.83014845848,0.549912,-3.7201688,109.92,0.0
-17.74,13959168,264.4829,-0.01058151,125763,39,0.6091471910476685,50570.897864580154,1.6883017,-3.66563,100.33,0.0
-25.78,13963264,269.79758,-0.05885883,125796,33,0.5611174702644348,50579.976481199265,0.5990962,-3.6891165,113.68,0.0
-36.49,13967360,267.85977,-0.06288585,125836,40,0.7252129316329956,50588.987478256226,0.50022525,-3.6884,109.68,0.0
-36.96,13971456,255.01671,-0.043929122,125871,35,0.5627718269824982,50598.11007452011,0.8867729,-3.658843,108.14,0.0
-43.97,13975552,233.19878,-0.06578705,125912,41,0.5828624963760376,50607.24463748932,0.689248,-3.6654696,107.45,0.0
-38.38,13979648,225.03453,-0.07760338,125951,39,0.6675169467926025,50616.363773822784,0.58581215,-3.6638029,106.38,0.0
-36.06,13983744,290.92825,-0.07745094,125989,38,0.6696098148822784,50625.44431638718,0.5447094,-3.6628726,104.24,0.0
-24.18,13987840,285.65662,-0.058061738,126030,41,0.6791404485702515,50634.55056023598,1.0654764,-3.6464682,106.11,0.0
-14.72,13991936,261.46652,-0.08355497,126068,38,0.6585810482501984,50643.60809016228,0.34727505,-3.667591,103.35,0.0
-10.78,13996032,300.05045,-0.07919676,126107,39,0.598109781742096,50652.914732694626,0.44529894,-3.65794,103.54,0.0
-5.98,14000128,273.20853,-0.074690685,126145,38,0.7386509776115417,50759.681216955185,0.43795726,-3.6745493,108.1,0.0
-14.59,14004224,301.06036,-0.06635786,126181,36,0.5557422339916229,50768.92626619339,0.89403427,-3.6828167,111.22,0.0
-20.8,14008320,238.26787,-0.079403214,126217,36,0.6165185570716858,50778.938408613205,0.42527464,-3.664395,114.0,0.0
-27.8,14012416,205.6587,-0.074221954,126253,36,0.7421804070472717,50788.61215829849,0.4299114,-3.6631787,115.69,0.0
-21.28,14016512,286.53842,-0.073375754,126292,39,0.6041709780693054,50797.43321800232,0.5472553,-3.6388257,112.84,0.0
-11.81,14020608,233.24408,0.029883152,126322,30,0.6164135634899139,50807.042167663574,5.469615,-3.6338534,115.77,0.0
-12.37,14024704,292.30408,-0.08766994,126358,36,0.6292892694473267,50815.84805703163,0.38322905,-3.6489408,117.88,0.0
-9.37,14028800,267.7462,-0.076527454,126392,34,0.6456234455108643,50824.91289353371,0.4929711,-3.682678,119.78,0.0
-20.13,14032896,225.61963,-0.06333024,126428,36,0.6047267615795135,50834.59806013107,0.83965063,-3.6857297,113.81,0.0
-22.82,14036992,258.46204,-0.07717277,126463,35,0.5781456232070923,50843.678698539734,0.45611173,-3.683472,117.4,0.0
-16.68,14041088,254.11244,-0.073429555,126502,39,0.6798362135887146,50852.95551133156,0.66234785,-3.7061007,108.0,0.0
-13.81,14045184,273.26672,-0.0627835,126540,38,0.6262677907943726,50862.811450481415,0.711045,-3.7300076,108.1,0.0
-34.27,14049280,211.17865,-0.07363857,126576,36,0.6404206156730652,50872.56828022003,0.40898606,-3.757369,111.42,0.0
-39.4,14053376,266.76624,-0.06430752,126611,35,0.6970445811748505,50882.29225182533,0.85524106,-3.7366323,109.97,0.0
-40.26,14057472,243.25867,-0.053848717,126648,37,0.5026231706142426,50892.10916829109,1.1858627,-3.745515,113.58,0.0
-33.47,14061568,255.2457,-0.07961092,126687,39,0.6283144056797028,50901.962321043015,0.6102173,-3.7643576,111.81,0.0
-38.29,14065664,238.79395,-0.07578924,126725,38,0.595751017332077,50912.10952210426,0.57519525,-3.7576761,108.67,0.0
-40.29,14069760,251.4001,-0.02238662,126769,44,0.6819159686565399,50921.50980877876,1.7459391,-3.7133482,104.25,0.0
-34.74,14073856,237.09859,-0.07860814,126799,30,0.5049638152122498,50931.121366262436,0.46068543,-3.7279818,110.29,0.0
-15.2,14077952,256.62006,-0.06242265,126831,32,0.6451680064201355,50940.55182003975,1.408652,-3.731876,116.88,0.0
-9.65,14082048,185.85223,-0.067985214,126862,31,0.7468914687633514,50950.387489795685,0.78652656,-3.7361758,131.79,0.0
-4.93,14086144,229.33704,-0.081022106,126894,32,0.6963032186031342,50960.161642074585,0.43430975,-3.7508423,131.41,0.0
-11.94,14090240,246.64706,-0.075198285,126929,35,0.7366936504840851,50969.523718595505,0.535524,-3.7385745,126.3,0.0
-25.43,14094336,216.05092,-0.068227276,126965,36,0.6365355253219604,50978.88395738602,0.5054288,-3.7545626,119.24,0.0
-37.48,14098432,268.0816,-0.061878826,127000,35,0.5452296733856201,50988.28108263016,0.54955715,-3.75595,116.47,0.0
-31.49,14102528,237.41512,-0.060858462,127037,37,0.6616645157337189,51097.58619070053,0.60094434,-3.7261467,113.43,0.0
-26.71,14106624,270.96924,-0.062388413,127070,33,0.6187420785427094,51107.08689594269,0.7218765,-3.7057345,116.71,0.0
-33.36,14110720,227.29143,-0.07246772,127105,35,0.6805958449840546,51116.2773065567,0.54513675,-3.6943514,117.94,0.0
-43.41,14114816,216.15698,-0.07460956,127143,38,0.5904887020587921,51125.35893917084,0.4608183,-3.709838,113.91,0.0
-46.62,14118912,217.97145,-0.047610085,127177,34,0.6277247965335846,51134.83157777786,1.2291809,-3.6680746,114.57,0.0
-45.96,14123008,286.25262,-0.06299817,127211,34,0.5805202424526215,51144.158792734146,0.5444144,-3.6495168,115.44,0.0
-39.4,14127104,249.2027,-0.07897134,127246,35,0.6500042378902435,51153.345464468,0.5247612,-3.659789,119.05,0.0
-26.65,14131200,238.55273,-0.032608017,127287,41,0.691830962896347,51162.77032542229,1.0288316,-3.6412845,108.04,0.0
-25.93,14135296,211.9052,-0.08349051,127329,42,0.7439789772033691,51172.37183356285,0.4432462,-3.6583514,98.13,0.0
-32.45,14139392,295.21725,-0.0457606,127361,32,0.6166591942310333,51182.01595878601,1.0394877,-3.6118777,107.35,0.0
-36.99,14143488,260.64017,-0.053646933,127396,35,0.6715891361236572,51191.617926597595,0.95128095,-3.595035,114.21,0.0
-26.56,14147584,254.16835,-0.07031157,127433,37,0.6943331062793732,51200.839716911316,0.4919965,-3.5901828,117.12,0.0
-21.44,14151680,276.97934,-0.07111969,127472,39,0.6875511407852173,51210.09937620163,0.43746746,-3.6077108,110.03,0.0
-31.37,14155776,267.06207,-0.07977839,127508,36,0.6898103058338165,51219.610056877136,0.50624955,-3.6530802,108.98,0.0
-32.24,14159872,308.75134,-0.027483441,127544,36,0.6267897188663483,51228.892795324326,1.1026323,-3.6142886,112.34,0.0
-30.77,14163968,261.85175,-0.069090255,127588,44,0.7042441070079803,51238.19914531708,0.5289867,-3.6146696,104.59,0.0
-25.31,14168064,348.54596,-0.07614118,127627,39,0.6363066136837006,51247.652940273285,0.5869636,-3.593384,99.34,0.0
-24.52,14172160,276.56122,-0.08229755,127668,41,0.6631763279438019,51257.17355918884,0.6145668,-3.5883646,99.58,0.0
-24.17,14176256,255.73476,-0.069078095,127703,35,0.6440224945545197,51266.384739637375,0.59884256,-3.5854154,107.38,0.0
-39.94,14180352,235.26805,-0.0261402,127742,39,0.6454249918460846,51275.50832223892,1.1828164,-3.5355518,105.6,0.0
-34.73,14184448,329.57306,-0.08399264,127779,37,0.5874223113059998,51284.62021493912,0.39767596,-3.5659177,112.5,0.0
-38.89,14188544,286.6141,-0.08104145,127814,35,0.6062998175621033,51293.77249336243,0.47992775,-3.5966604,112.03,0.0
-33.07,14192640,246.5154,-0.06681195,127845,31,0.5159317851066589,51303.21340298653,0.6597793,-3.5662997,119.2,0.0
-30.11,14196736,257.4084,-0.08384058,127877,32,0.6552662253379822,51312.62127375603,0.43661103,-3.5789456,125.04,0.0
-16.48,14200832,282.05478,-0.07732032,127912,35,0.5737392008304596,51422.58377099037,0.4800079,-3.5578153,126.0,0.0
-12.4,14204928,304.24393,-0.06340539,127946,34,0.6246127784252167,51431.87253904343,0.45351043,-3.5515332,120.43,0.0
0.0,14209024,240.48009,-0.05627244,127983,37,0.6734099686145782,51441.14716935158,0.8694103,-3.5199778,118.67,0.0
-20.39,14213120,235.03409,-0.081703424,128020,37,0.5718237161636353,51450.19523525238,0.3389053,-3.523952,114.81,0.0
