EpLenMean,TimeElapsed,loss_pol_surr,loss_pol_entpen,TimestepsSoFar,ev_tdlam_before,EpRewMean,EpThisIter,loss_kl,EpisodesSoFar,loss_ent,loss_vf_loss
113.89,23571.114093065262,-0.04740201,0.0,6823936,0.7197442650794983,-1.54,34,0.015802927,56922,-0.6062969,396.14236
117.49,23580.749879598618,-0.045168947,0.0,6828032,0.7446742653846741,4.56,34,0.014760635,56956,-0.60417545,452.0285
120.45,23589.943665742874,-0.04531072,0.0,6832128,0.7391039431095123,12.72,33,0.018586546,56989,-0.6082953,369.6143
118.56,23598.805117607117,-0.04932519,0.0,6836224,0.7271301746368408,7.34,36,0.017686168,57025,-0.61483425,394.66663
119.96,23608.012012720108,-0.05047966,0.0,6840320,0.7488466203212738,13.09,33,0.0152387135,57058,-0.6165223,368.20078
121.22,23617.424048662186,-0.049738936,0.0,6844416,0.7707991749048233,10.87,33,0.017230945,57091,-0.6157192,351.5066
119.78,23626.833152532578,-0.046555933,0.0,6848512,0.7782734930515289,23.62,36,0.016256157,57127,-0.617574,389.86926
116.37,23636.393914461136,-0.050604448,0.0,6852608,0.7169283628463745,14.6,35,0.01798016,57162,-0.6193501,409.39612
119.61,23645.82709145546,-0.044989537,0.0,6856704,0.6439496278762817,18.12,31,0.01593513,57193,-0.6175781,474.43887
121.15,23655.07436132431,-0.047543757,0.0,6860800,0.7498441934585571,19.41,37,0.016943831,57230,-0.6234029,431.9451
124.19,23664.09088563919,-0.045454178,0.0,6864896,0.6906725168228149,17.61,31,0.016846374,57261,-0.62060195,408.31448
124.63,23673.651560544968,-0.05192026,0.0,6868992,0.7579478025436401,13.55,30,0.018587176,57291,-0.619901,349.69223
127.93,23682.910431861877,-0.047481082,0.0,6873088,0.7330898642539978,12.08,35,0.016085256,57326,-0.6213708,428.66284
128.3,23691.79814195633,-0.04976727,0.0,6877184,0.6390579044818878,-6.18,32,0.018159365,57358,-0.6184651,448.94336
120.79,23700.982510328293,-0.049412794,0.0,6881280,0.6376425921916962,-0.6,36,0.016994175,57394,-0.6308438,499.86942
121.34,23710.54173064232,-0.049060624,0.0,6885376,0.745378166437149,7.94,33,0.016738227,57427,-0.6303878,367.41708
121.44,23719.645611524582,-0.04298343,0.0,6889472,0.6812965869903564,27.14,32,0.017250208,57459,-0.63761663,440.72107
123.92,23728.28192615509,-0.047923487,0.0,6893568,0.750665470957756,26.48,34,0.015961988,57493,-0.64745677,429.3482
120.69,23736.810037374496,-0.046448197,0.0,6897664,0.6887253522872925,25.8,36,0.015197598,57529,-0.65027374,495.4627
119.49,23860.4770925045,-0.04784344,0.0,6901760,0.7110378444194794,18.17,32,0.017386084,57561,-0.6585122,489.66083
120.86,23869.74992251396,-0.04750872,0.0,6905856,0.7301414906978607,7.78,34,0.016703216,57595,-0.6641298,357.43674
121.92,23879.30472254753,-0.041947268,0.0,6909952,0.6197842955589294,-4.71,36,0.014065335,57631,-0.6688715,624.4975
118.15,23888.795485258102,-0.044469852,0.0,6914048,0.7243920266628265,-5.56,34,0.019807504,57665,-0.67703867,399.04865
119.61,23897.836891651154,-0.047351915,0.0,6918144,0.6563106179237366,3.09,33,0.018159404,57698,-0.6785468,540.6664
117.73,23907.540880203247,-0.045675848,0.0,6922240,0.719203770160675,10.16,36,0.016081342,57734,-0.6806983,420.83365
124.5,23916.755474328995,-0.04837467,0.0,6926336,0.5802028477191925,14.51,30,0.019594556,57764,-0.6912322,425.992
117.72,23925.34893488884,-0.04530503,0.0,6930432,0.7130756080150604,6.78,38,0.01731584,57802,-0.6950263,402.48215
123.17,23934.614057540894,-0.052637048,0.0,6934528,0.780191645026207,3.21,32,0.020097401,57834,-0.6991845,351.27045
120.77,23943.908991336823,-0.044157855,0.0,6938624,0.7128788530826569,-7.33,32,0.020157205,57866,-0.7025527,425.68622
119.33,23953.09244132042,-0.046529062,0.0,6942720,0.8073116689920425,-0.46,38,0.016433591,57904,-0.7028898,312.43353
115.45,23962.952116012573,-0.044549327,0.0,6946816,0.7776671350002289,12.79,34,0.018473327,57938,-0.7092272,371.0259
112.76,23972.651221990585,-0.047505505,0.0,6950912,0.775278627872467,14.9,38,0.019542323,57976,-0.7126017,359.25998
122.2,23982.469816446304,-0.04825364,0.0,6955008,0.6428151428699493,23.53,29,0.019718342,58005,-0.7111362,507.5496
123.89,23992.085861444473,-0.046022587,0.0,6959104,0.7161606252193451,19.36,32,0.015487473,58037,-0.7149812,407.71597
129.74,24001.455864667892,-0.04850878,0.0,6963200,0.7114228308200836,25.8,33,0.018523272,58070,-0.7209624,380.17862
125.86,24010.20266008377,-0.04649861,0.0,6967296,0.704517126083374,14.69,32,0.016077822,58102,-0.7274296,427.32074
119.42,24019.305055618286,-0.046755042,0.0,6971392,0.7724828720092773,12.81,37,0.014090086,58139,-0.7303607,404.82224
122.11,24028.690568208694,-0.048044488,0.0,6975488,0.6596593260765076,-5.22,31,0.019434443,58170,-0.7300569,376.70172
121.13,24037.915289402008,-0.05177133,0.0,6979584,0.810286208987236,1.1,32,0.019946856,58202,-0.73229116,332.04395
123.98,24046.775153636932,-0.048736453,0.0,6983680,0.8141292035579681,9.6,36,0.016878316,58238,-0.73672485,371.77393
118.21,24056.288996696472,-0.04845611,0.0,6987776,0.6152037978172302,26.37,34,0.017887296,58272,-0.73639303,477.26212
121.25,24065.75482726097,-0.047333542,0.0,6991872,0.6678443551063538,26.27,31,0.01804106,58303,-0.7420377,499.81824
122.8,24074.85346364975,-0.045102645,0.0,6995968,0.5635124444961548,16.58,35,0.015584297,58338,-0.74701273,551.36456
124.52,24189.882426023483,-0.052188896,0.0,7000064,0.7057698369026184,6.38,32,0.019537088,58370,-0.7537527,455.62567
121.99,24198.796272039413,-0.04662233,0.0,7004160,0.6749948561191559,10.29,34,0.017180482,58404,-0.7634925,503.28738
127.23,24208.109484910965,-0.049168997,0.0,7008256,0.6923770606517792,10.71,30,0.020849884,58434,-0.7630299,432.3384
125.68,24217.155604600906,-0.045517568,0.0,7012352,0.703204482793808,18.56,33,0.016369937,58467,-0.7619704,434.36093
120.43,24226.308500766754,-0.045926124,0.0,7016448,0.73043292760849,25.7,39,0.017319594,58506,-0.7665902,385.00378
114.08,24236.06871509552,-0.044754032,0.0,7020544,0.7612151503562927,27.21,35,0.017585104,58541,-0.7678096,398.31427
115.09,24245.550766944885,-0.04617634,0.0,7024640,0.7269247472286224,14.46,33,0.017396044,58574,-0.77117056,367.72266
120.93,24254.784872055054,-0.04721154,0.0,7028736,0.722263753414154,17.4,34,0.017615043,58608,-0.77147794,303.97104
123.26,24263.95915389061,-0.048948396,0.0,7032832,0.6391158401966095,19.47,33,0.021189164,58641,-0.7690618,493.42902
119.22,24273.09100317955,-0.045600645,0.0,7036928,0.6875746548175812,19.31,35,0.018875225,58676,-0.7719507,442.7128
120.04,24282.710064649582,-0.049231444,0.0,7041024,0.7093261480331421,9.15,34,0.018457592,58710,-0.7784435,477.44586
119.45,24292.30581331253,-0.049314603,0.0,7045120,0.7189951539039612,7.31,33,0.018749729,58743,-0.7814646,415.53326
118.03,24301.84165453911,-0.049808417,0.0,7049216,0.7751433253288269,9.87,37,0.016720457,58780,-0.7856419,398.42236
122.57,24311.461951971054,-0.049490225,0.0,7053312,0.6664294898509979,-4.19,29,0.016693227,58809,-0.7893336,475.12796
122.17,24320.928151607513,-0.046518713,0.0,7057408,0.7462769746780396,2.23,34,0.016920995,58843,-0.7904056,384.22113
122.24,24330.855746030807,-0.047460523,0.0,7061504,0.7493557035923004,0.18,38,0.018341314,58881,-0.79299814,396.67993
116.38,24340.6470618248,-0.043084074,0.0,7065600,0.7180832624435425,1.54,35,0.01746197,58916,-0.79743546,482.26987
115.37,24349.78919172287,-0.047103513,0.0,7069696,0.6355249881744385,1.36,32,0.017726976,58948,-0.7993974,501.5891
123.97,24358.73927783966,-0.053490803,0.0,7073792,0.6974046230316162,12.91,32,0.020945324,58980,-0.80724365,436.22787
125.99,24367.477754831314,-0.04750305,0.0,7077888,0.6981591582298279,9.83,32,0.016522918,59012,-0.80623996,400.48938
126.82,24376.556814670563,-0.045506917,0.0,7081984,0.6625306308269501,21.58,33,0.016621396,59045,-0.8098326,486.32336
124.4,24385.8564081192,-0.048551083,0.0,7086080,0.7158639132976532,-1.37,34,0.015982758,59079,-0.8186263,417.16513
124.75,24395.770838022232,-0.04401659,0.0,7090176,0.6832643449306488,14.67,32,0.021772223,59111,-0.8268747,449.32993
124.24,24405.138201475143,-0.044524286,0.0,7094272,0.6469471752643585,9.82,33,0.018429155,59144,-0.8395031,443.2671
126.04,24414.884714603424,-0.04916375,0.0,7098368,0.7070328593254089,16.15,31,0.01780963,59175,-0.84397423,419.41315
124.83,24534.64306473732,-0.03978899,0.0,7102464,0.6815839409828186,6.24,34,0.017246615,59209,-0.85099417,472.19952
121.78,24544.12445831299,-0.048238892,0.0,7106560,0.8024533092975616,9.54,36,0.02113832,59245,-0.85557437,339.0428
118.61,24554.034316062927,-0.049297966,0.0,7110656,0.7163143157958984,17.91,33,0.019962177,59278,-0.8668586,426.5738
120.36,24562.935997724533,-0.04148501,0.0,7114752,0.7040656507015228,8.14,35,0.022130644,59313,-0.86840415,458.57172
122.75,24572.2001247406,-0.049358778,0.0,7118848,0.7576543539762497,15.59,32,0.018937312,59345,-0.8763581,354.53726
121.27,24581.41963171959,-0.04801829,0.0,7122944,0.6482760012149811,11.17,34,0.018365934,59379,-0.87766165,488.75647
125.38,24590.865690231323,-0.046466306,0.0,7127040,0.7233995199203491,30.4,32,0.020990666,59411,-0.88097733,400.8206
124.9,24600.746604919434,-0.040684067,0.0,7131136,0.6011947095394135,34.62,32,0.016796123,59443,-0.8819264,553.26
125.62,24610.566107988358,-0.049138524,0.0,7135232,0.7647202163934708,32.74,34,0.019605512,59477,-0.8873294,326.90768
125.49,24620.559728384018,-0.05265259,0.0,7139328,0.6949115693569183,25.11,32,0.018967625,59509,-0.8934062,415.93237
123.68,24630.59079194069,-0.048179287,0.0,7143424,0.7552221119403839,15.21,32,0.020537801,59541,-0.90539634,392.8728
124.21,24640.142509698868,-0.043995466,0.0,7147520,0.6313455402851105,16.31,34,0.017255388,59575,-0.90696436,591.2014
121.32,24649.45471930504,-0.05076531,0.0,7151616,0.7941212356090546,7.32,35,0.019231966,59610,-0.90717417,365.32336
120.19,24658.49700665474,-0.046639644,0.0,7155712,0.6405556797981262,10.47,33,0.01580768,59643,-0.90941644,494.91776
120.03,24667.59800696373,-0.045865368,0.0,7159808,0.6304485201835632,11.7,35,0.015949199,59678,-0.9172707,538.5355
122.6,24676.96449327469,-0.05064303,0.0,7163904,0.7121018469333649,15.84,32,0.02133273,59710,-0.91384405,423.76843
120.26,24685.930854558945,-0.049966212,0.0,7168000,0.7470864653587341,20.8,35,0.020542128,59745,-0.9227363,459.1056
120.02,24694.909846782684,-0.049606755,0.0,7172096,0.6643423438072205,6.7,35,0.021195594,59780,-0.9331551,458.7723
120.94,24704.177921533585,-0.048899543,0.0,7176192,0.7126917839050293,8.02,32,0.019958727,59812,-0.92696303,375.2493
120.59,24714.128470659256,-0.05260715,0.0,7180288,0.7616772800683975,-1.15,35,0.020259377,59847,-0.9304847,361.0429
115.22,24723.616896867752,-0.045260735,0.0,7184384,0.7373364567756653,-10.88,38,0.017484222,59885,-0.93987757,410.89532
116.6,24732.900149345398,-0.049967512,0.0,7188480,0.6085314452648163,0.43,32,0.019094635,59917,-0.9467287,510.93704
119.16,24742.128739118576,-0.045709126,0.0,7192576,0.7480891942977905,5.51,34,0.017781777,59951,-0.94958884,375.55887
121.18,24750.884253025055,-0.050846938,0.0,7196672,0.7123463749885559,8.75,35,0.018642044,59986,-0.95766735,495.58597
121.48,24870.772476673126,-0.049041934,0.0,7200768,0.6730277836322784,-2.99,32,0.017492883,60018,-0.95852274,437.61664
120.24,24880.001846551895,-0.04663407,0.0,7204864,0.6840688586235046,-8.2,36,0.015683359,60054,-0.9647828,391.25433
119.95,24889.19259953499,-0.048852224,0.0,7208960,0.6885614693164825,-9.5,34,0.018632038,60088,-0.96796805,483.02295
118.1,24898.93206858635,-0.041207854,0.0,7213056,0.7504384964704514,-7.27,33,0.018920919,60121,-0.9729956,410.0891
123.32,24908.840559482574,-0.05177407,0.0,7217152,0.7302905023097992,-8.37,32,0.018676229,60153,-0.9746924,386.7302
124.24,24918.234211444855,-0.046402596,0.0,7221248,0.7010207772254944,-7.42,34,0.019139469,60187,-0.9816695,422.1521
124.59,24927.81897687912,-0.047473855,0.0,7225344,0.7144549489021301,1.49,32,0.017820075,60219,-0.9848826,422.40857
125.78,24937.16160964966,-0.05141468,0.0,7229440,0.6969484090805054,-0.36,32,0.01935427,60251,-0.98531336,414.9731
124.24,24946.860263347626,-0.046426866,0.0,7233536,0.6833406984806061,4.2,35,0.019545898,60286,-0.9885034,469.8987
123.84,24956.55027627945,-0.045864742,0.0,7237632,0.659268319606781,3.65,32,0.01882649,60318,-0.99602056,485.02307
121.83,24966.05931329727,-0.04717428,0.0,7241728,0.7043392658233643,18.49,34,0.017354498,60352,-0.9962156,489.10352
122.84,24975.554744243622,-0.047915474,0.0,7245824,0.6967622339725494,11.67,34,0.019311469,60386,-0.99432683,427.82413
126.77,24985.399589776993,-0.05421295,0.0,7249920,0.7605860978364944,18.34,30,0.022819838,60416,-1.0009658,367.1028
121.96,24995.255549669266,-0.048765518,0.0,7254016,0.7621560245752335,-3.74,37,0.019651461,60453,-1.0048132,391.88263
123.46,25004.53265452385,-0.04767063,0.0,7258112,0.6661674380302429,-0.78,33,0.01880014,60486,-1.0076647,493.93112
115.24,25013.722943544388,-0.04100215,0.0,7262208,0.7210769653320312,4.97,37,0.021022676,60523,-1.0138483,390.11716
118.23,25022.26912546158,-0.044670224,0.0,7266304,0.6617967784404755,10.83,34,0.017922627,60557,-1.012027,502.341
121.47,25031.109984636307,-0.050894585,0.0,7270400,0.676722526550293,11.38,30,0.021372046,60587,-1.0170594,415.9623
128.17,25040.276438236237,-0.051224433,0.0,7274496,0.6994354128837585,2.53,32,0.022171922,60619,-1.0243218,414.3804
127.85,25049.05855679512,-0.045092076,0.0,7278592,0.6541400849819183,10.07,34,0.019385073,60653,-1.0282509,383.2727
124.68,25057.934965848923,-0.045844596,0.0,7282688,0.6395913064479828,-1.81,32,0.018857712,60685,-1.0317577,441.62375
120.88,25067.01554274559,-0.04151484,0.0,7286784,0.7006884813308716,16.48,35,0.017614342,60720,-1.0372628,428.8853
121.77,25076.154309749603,-0.04894348,0.0,7290880,0.6465801298618317,14.18,34,0.018745482,60754,-1.0424682,433.4167
119.03,25085.173179149628,-0.052996133,0.0,7294976,0.6728038787841797,18.25,34,0.020305522,60788,-1.0416905,449.12796
118.94,25094.028396368027,-0.046422303,0.0,7299072,0.74699667096138,14.59,35,0.015137435,60823,-1.039437,394.15662
120.29,25212.548578739166,-0.05251855,0.0,7303168,0.6108048260211945,-3.83,33,0.020896364,60856,-1.0444024,517.8136
118.47,25221.82514190674,-0.047581412,0.0,7307264,0.7285309731960297,16.17,36,0.015753623,60892,-1.0487585,411.0724
120.58,25231.155802488327,-0.048275433,0.0,7311360,0.6488827168941498,3.32,33,0.018257687,60925,-1.0567667,450.27512
117.84,25240.8807656765,-0.04468818,0.0,7315456,0.716008335351944,22.68,36,0.017919755,60961,-1.0648761,444.68237
118.8,25250.57952618599,-0.05011165,0.0,7319552,0.731200248003006,13.91,35,0.018914709,60996,-1.0670474,487.44086
118.13,25259.52761387825,-0.04752536,0.0,7323648,0.7935180366039276,19.53,33,0.02086002,61029,-1.0646542,370.4124
116.92,25268.73331451416,-0.044213094,0.0,7327744,0.780725747346878,9.22,36,0.018374152,61065,-1.0646243,433.91348
119.5,25277.92192721367,-0.043652423,0.0,7331840,0.7644500732421875,2.32,33,0.031347696,61098,-1.0671608,352.99084
120.25,25287.14625620842,-0.047283076,0.0,7335936,0.6039832234382629,4.22,33,0.01921774,61131,-1.070823,525.21576
123.25,25296.194526195526,-0.047136474,0.0,7340032,0.7712292075157166,9.45,34,0.022127993,61165,-1.0679396,416.32355
125.21,25305.507706403732,-0.04652569,0.0,7344128,0.6981616616249084,9.28,31,0.0269089,61196,-1.0773883,436.17093
123.48,25314.39906358719,-0.04825135,0.0,7348224,0.730261504650116,7.78,35,0.018013958,61231,-1.0870742,395.60956
122.59,25323.1421687603,-0.048399128,0.0,7352320,0.7561189234256744,2.74,34,0.022700537,61265,-1.0889698,348.58554
120.83,25332.52249097824,-0.047149345,0.0,7356416,0.6926036477088928,7.47,31,0.018205287,61296,-1.0984498,421.59454
124.85,25342.051972150803,-0.0492195,0.0,7360512,0.7050601541996002,2.5,33,0.01776037,61329,-1.1055936,449.5645
125.7,25351.870858192444,-0.04906986,0.0,7364608,0.6898001432418823,-3.98,34,0.021464901,61363,-1.1065446,475.5885
120.41,25361.654126644135,-0.047528557,0.0,7368704,0.7520380765199661,-2.95,35,0.01903453,61398,-1.1105279,392.92426
117.09,25371.2160115242,-0.043872226,0.0,7372800,0.7449105679988861,5.07,36,0.018564802,61434,-1.1172255,391.45493
117.04,25380.563902139664,-0.04879135,0.0,7376896,0.675525575876236,9.36,33,0.021417927,61467,-1.1217624,465.96698
121.11,25389.496168375015,-0.046778813,0.0,7380992,0.687842458486557,14.25,33,0.019379558,61500,-1.1343588,444.4383
123.03,25398.666647672653,-0.05085926,0.0,7385088,0.7545625269412994,16.85,34,0.020749722,61534,-1.1355777,453.97586
123.99,25408.377260923386,-0.05157519,0.0,7389184,0.6643218100070953,26.15,33,0.020552695,61567,-1.1387099,425.40753
119.17,25417.753539323807,-0.04629122,0.0,7393280,0.7035640776157379,17.93,35,0.018629596,61602,-1.143135,437.34952
122.35,25426.808670282364,-0.051344663,0.0,7397376,0.7178725302219391,16.92,32,0.018427616,61634,-1.1443559,418.976
121.89,25548.426345586777,-0.049923506,0.0,7401472,0.7046090364456177,11.55,34,0.019690856,61668,-1.1479441,394.38614
124.96,25557.80796957016,-0.048970252,0.0,7405568,0.7678984999656677,8.73,33,0.01923304,61701,-1.1471719,399.2492
125.59,25566.906861305237,-0.050021287,0.0,7409664,0.7084867358207703,7.87,31,0.01934253,61732,-1.1513451,454.78906
125.01,25575.953375577927,-0.050671075,0.0,7413760,0.7298004031181335,6.31,34,0.019350696,61766,-1.1540579,421.29013
122.07,25585.250414848328,-0.046400256,0.0,7417856,0.7331162989139557,18.93,35,0.017320398,61801,-1.1549505,344.3729
121.23,25594.418915510178,-0.04800717,0.0,7421952,0.6398776471614838,18.81,32,0.021097977,61833,-1.162049,514.57135
122.73,25603.67190670967,-0.050820943,0.0,7426048,0.7408856153488159,25.55,33,0.019129984,61866,-1.1641285,405.25693
121.7,25613.16531062126,-0.043569006,0.0,7430144,0.7977535724639893,17.15,36,0.02096438,61902,-1.1709335,383.73425
119.77,25622.395479917526,-0.052429613,0.0,7434240,0.7424741387367249,22.51,34,0.021399902,61936,-1.1704744,426.23294
120.43,25631.6021733284,-0.04852347,0.0,7438336,0.7070098221302032,15.25,32,0.019039176,61968,-1.1770093,472.1509
123.07,25641.46401119232,-0.052316003,0.0,7442432,0.7228025197982788,21.84,34,0.020842025,62002,-1.1792572,450.8194
122.59,25650.40758919716,-0.04985567,0.0,7446528,0.7512014210224152,11.66,34,0.02128687,62036,-1.1846545,421.12622
124.37,25659.391518115997,-0.045993924,0.0,7450624,0.7080484628677368,8.8,31,0.022593895,62067,-1.1931635,491.5436
121.35,25668.545377492905,-0.051106445,0.0,7454720,0.7445668578147888,5.3,36,0.0215211,62103,-1.1953738,409.81128
125.74,25678.092566013336,-0.04604858,0.0,7458816,0.684930831193924,9.33,31,0.025158687,62134,-1.2025019,467.6993
121.37,25687.365794181824,-0.04717755,0.0,7462912,0.6497531235218048,0.74,34,0.019339826,62168,-1.2100266,484.37027
126.36,25696.58561897278,-0.049399097,0.0,7467008,0.7486421167850494,9.16,31,0.017548293,62199,-1.2175858,377.27277
118.72,25705.6507396698,-0.04773076,0.0,7471104,0.7525805681943893,7.11,38,0.016892424,62237,-1.2213013,444.8431
122.19,25715.07121038437,-0.04953361,0.0,7475200,0.7070370018482208,20.58,32,0.021107243,62269,-1.21962,459.41678
118.29,25724.107946634293,-0.052828766,0.0,7479296,0.7674634605646133,25.86,35,0.017789349,62304,-1.2254761,413.98627
121.51,25733.019665956497,-0.054466493,0.0,7483392,0.731079488992691,24.95,34,0.022285018,62338,-1.228035,406.62213
114.41,25741.617619991302,-0.049747895,0.0,7487488,0.7065358459949493,10.87,37,0.018093944,62375,-1.2319105,418.94128
113.22,25750.747196912766,-0.046872836,0.0,7491584,0.7652448117733002,0.08,36,0.02118574,62411,-1.2372514,421.04193
116.73,25760.48073244095,-0.043232173,0.0,7495680,0.6691513955593109,-4.18,33,0.020650115,62444,-1.2413247,457.90552
117.55,25769.006341457367,-0.050924554,0.0,7499776,0.7377937138080597,3.9,36,0.022908498,62480,-1.2484359,451.52902
117.45,25892.57284092903,-0.048035275,0.0,7503872,0.6052887737751007,8.28,35,0.018393667,62515,-1.2542346,587.6209
118.56,25902.129175662994,-0.04788358,0.0,7507968,0.6387017667293549,21.86,32,0.022324651,62547,-1.2593843,437.0648
119.83,25911.359734773636,-0.050661918,0.0,7512064,0.7124113142490387,20.38,35,0.018460708,62582,-1.2659303,400.12146
116.57,25920.441884994507,-0.04823866,0.0,7516160,0.797414019703865,23.88,38,0.023029262,62620,-1.2793398,341.72253
113.59,25929.385869264603,-0.052583598,0.0,7520256,0.8158787488937378,13.5,34,0.021841593,62654,-1.2859415,316.31488
115.13,25939.08002090454,-0.050931036,0.0,7524352,0.7574988305568695,9.76,36,0.019539665,62690,-1.2891082,367.13425
114.47,25947.755368232727,-0.0441011,0.0,7528448,0.7944721728563309,-11.1,36,0.019825954,62726,-1.2948152,407.462
116.5,25956.872663974762,-0.047731526,0.0,7532544,0.756069228053093,-7.19,35,0.022983016,62761,-1.2988178,429.87766
120.21,25966.100710392,-0.049456175,0.0,7536640,0.7176253795623779,9.43,31,0.020798994,62792,-1.3075796,483.0249
129.51,25975.70868563652,-0.051428348,0.0,7540736,0.7391975224018097,25.36,28,0.02129112,62820,-1.3105111,387.1689
130.67,25985.115035057068,-0.048826255,0.0,7544832,0.7274307906627655,37.84,35,0.021036625,62855,-1.308693,479.33063
130.12,25994.899856567383,-0.04679326,0.0,7548928,0.7594064623117447,33.84,32,0.020965304,62887,-1.307894,408.3946
122.65,26004.466738700867,-0.044989116,0.0,7553024,0.7289894819259644,17.66,34,0.019438708,62921,-1.3179121,453.45828
122.37,26013.13763165474,-0.04944222,0.0,7557120,0.6082385778427124,5.6,35,0.021624444,62956,-1.322479,430.4874
120.16,26022.49049115181,-0.046533823,0.0,7561216,0.7658004313707352,-7.39,34,0.018940384,62990,-1.3281527,427.2641
120.17,26031.808457374573,-0.050709806,0.0,7565312,0.7258261740207672,-7.62,34,0.020515103,63024,-1.3400754,361.75967
119.59,26040.938341379166,-0.04782618,0.0,7569408,0.7174197435379028,1.23,34,0.019650022,63058,-1.3460463,472.89825
119.43,26049.633462429047,-0.045737304,0.0,7573504,0.600055992603302,-6.21,34,0.018844377,63092,-1.3506163,499.75528
122.64,26058.999549627304,-0.051359423,0.0,7577600,0.7262544929981232,-5.01,32,0.019488344,63124,-1.3487141,429.40054
123.19,26068.482860565186,-0.049141586,0.0,7581696,0.7323110997676849,-11.13,34,0.02102221,63158,-1.3506696,361.56934
120.26,26077.981493473053,-0.048200294,0.0,7585792,0.7416127026081085,1.92,36,0.019273162,63194,-1.3597801,341.0174
117.92,26086.983082056046,-0.04584129,0.0,7589888,0.5923231840133667,2.26,33,0.02080507,63227,-1.3688586,523.80237
115.73,26096.212225675583,-0.046811864,0.0,7593984,0.7445386946201324,-4.95,36,0.02008203,63263,-1.3744196,403.59616
113.32,26105.42167019844,-0.05072791,0.0,7598080,0.7127080261707306,-12.38,40,0.021922143,63303,-1.3814237,427.9377
112.74,26226.971323490143,-0.04358637,0.0,7602176,0.582073837518692,-18.44,33,0.02173255,63336,-1.3822104,481.5394
118.79,26235.484165668488,-0.047149353,0.0,7606272,0.6958765983581543,-15.81,32,0.020676866,63368,-1.3834665,427.42346
120.29,26244.039510011673,-0.047701623,0.0,7610368,0.7479440271854401,-3.57,37,0.019013228,63405,-1.3913275,389.41196
117.58,26253.269522190094,-0.047109872,0.0,7614464,0.6928615868091583,0.11,35,0.021466844,63440,-1.3872606,437.89282
117.63,26263.20128583908,-0.049046334,0.0,7618560,0.7207938134670258,-5.61,34,0.019956373,63474,-1.3880435,422.90698
122.57,26272.82277083397,-0.048626643,0.0,7622656,0.6133459210395813,-1.89,30,0.025413163,63504,-1.3911412,416.96716
124.38,26282.49337553978,-0.045105796,0.0,7626752,0.6937936842441559,6.41,34,0.019478453,63538,-1.3971304,444.80875
120.75,26292.152809381485,-0.04773785,0.0,7630848,0.7884273678064346,1.61,38,0.02007305,63576,-1.4016974,369.53873
118.34,26301.6779024601,-0.047273632,0.0,7634944,0.6668699681758881,7.48,33,0.019229278,63609,-1.4013749,459.18204
114.73,26310.729733467102,-0.04161961,0.0,7639040,0.6713472008705139,6.52,35,0.023347594,63644,-1.4111869,407.55875
122.46,26320.384808540344,-0.04868088,0.0,7643136,0.5902391970157623,-0.1,31,0.02055933,63675,-1.4179833,431.2305
123.12,26328.962527751923,-0.05122958,0.0,7647232,0.6499580442905426,1.14,34,0.021015728,63709,-1.423797,499.57724
124.11,26337.656401872635,-0.050542977,0.0,7651328,0.7420185208320618,4.43,33,0.021701634,63742,-1.4218771,393.7939
126.05,26346.38108420372,-0.043662626,0.0,7655424,0.6405018270015717,23.67,32,0.03026743,63774,-1.4223689,393.4032
126.83,26355.81588625908,-0.04918806,0.0,7659520,0.7241843044757843,6.41,31,0.022268988,63805,-1.4295404,406.3197
125.43,26364.96159362793,-0.0456378,0.0,7663616,0.7179842889308929,6.49,36,0.022185443,63841,-1.4241785,407.13077
125.36,26374.135741710663,-0.05043104,0.0,7667712,0.722601443529129,2.21,30,0.022365103,63871,-1.4245756,392.08347
119.8,26383.289610624313,-0.053395268,0.0,7671808,0.7702142894268036,12.64,37,0.023637045,63908,-1.4235479,376.29007
120.2,26391.864862442017,-0.0484589,0.0,7675904,0.724860280752182,4.6,35,0.018555569,63943,-1.4193776,465.85742
111.59,26401.166063070297,-0.050375693,0.0,7680000,0.6718206405639648,5.88,38,0.020513233,63981,-1.4151666,492.77963
117.99,26410.514794111252,-0.048519857,0.0,7684096,0.6634924113750458,7.53,32,0.018870132,64013,-1.4264323,478.6139
119.72,26419.65329527855,-0.049633835,0.0,7688192,0.738722026348114,17.81,34,0.020012587,64047,-1.4247946,417.15314
123.07,26428.419706106186,-0.050130177,0.0,7692288,0.7472790479660034,-4.72,33,0.022578942,64080,-1.4325231,385.50177
122.72,26438.045188188553,-0.04645,0.0,7696384,0.6917785108089447,-9.99,33,0.021447437,64113,-1.4374897,464.20676
116.3,26561.094647169113,-0.050237,0.0,7700480,0.7528328150510788,-17.28,39,0.01841086,64152,-1.4395602,428.29544
113.71,26570.393953323364,-0.045164872,0.0,7704576,0.7012900114059448,-9.16,35,0.019398648,64187,-1.4360784,515.6306
112.51,26580.009382724762,-0.04928726,0.0,7708672,0.7020556330680847,-0.12,36,0.020548433,64223,-1.4420344,400.125
118.02,26589.323152542114,-0.05248467,0.0,7712768,0.7778277546167374,12.96,32,0.022902036,64255,-1.4476014,395.01205
121.57,26599.98722743988,-0.051307403,0.0,7716864,0.7282036542892456,13.15,33,0.022240048,64288,-1.4501879,389.9883
121.27,26609.83533835411,-0.04456148,0.0,7720960,0.6513896584510803,8.25,36,0.01912757,64324,-1.4543908,461.1818
